pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,SZSResult,SZSOutput,SZSStatus
423843289,Problems/REL/REL044-2.p,7415144,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054277,0.058685,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843290,Problems/REL/REL044+2.p,7415145,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054962,0.105431,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843291,Problems/REL/REL045-1.p,7415146,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054793,0.124322,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843292,Problems/REL/REL045+1.p,7415147,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055892,0.11146,125620.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843293,Problems/REL/REL045-2.p,7415148,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054816,0.0955131,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843294,Problems/REL/REL045+2.p,7415149,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054237,0.0586009,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843295,Problems/REL/REL046-1.p,7415150,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054244,0.0888549,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843296,Problems/REL/REL046+1.p,7415151,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054822,0.115034,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843297,Problems/REL/REL047-1.p,7415152,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054308,0.106654,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843298,Problems/REL/REL047+1.p,7415153,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055519,0.093974,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843299,Problems/REL/REL048-1.p,7415154,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054523,0.1053,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843300,Problems/REL/REL048+1.p,7415155,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.053728,0.107653,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843301,Problems/REL/REL049-1.p,7415156,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054369,0.0583601,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843302,Problems/REL/REL049+1.p,7415157,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055561,0.0917859,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843303,Problems/REL/REL050-1.p,7415158,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054891,0.080032,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843304,Problems/REL/REL050+1.p,7415159,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.055952,0.0954231,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843305,Problems/REL/REL050-2.p,7415160,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.05461,0.0578481,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843306,Problems/REL/REL050+2.p,7415161,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.05452,0.125496,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843307,Problems/REL/REL050-3.p,7415162,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054323,0.0749441,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843308,Problems/REL/REL050+3.p,7415163,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054368,0.10906,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843309,Problems/REL/REL050-4.p,7415164,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054776,0.103635,119280.0,Inappropriate,Unsatisfiable,IAP-Non,Non,IAP
423843310,Problems/REL/REL050+4.p,7415165,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054797,0.058855,119280.0,Inappropriate,Theorem,IAP-Non,Non,IAP
423843311,Problems/REL/REL051+1.p,7415166,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.054762,0.105302,119280.0,Inappropriate,Satisfiable,IAP-Non,Non,IAP
423843312,Problems/REL/REL052+1.p,7415167,Satallax---3.3,20261,Satallax---3.3,302728,complete,0.05512,0.0950099,119280.0,Inappropriate,Satisfiable,IAP-Non,Non,IAP
