pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,SZSResult,SZSOutput,SZSStatus,,2368
469013604,Problems_HOL_bool_free_only/NUM/NUM706^1.p,9374587,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.129652,0.349145,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013688,Problems_HOL_bool_free_only/NUM/NUM707^1.p,9375041,Satallax---3.4,25864,Satallax---3.4,343516,complete,1.03823,1.19618,165244,Theorem,Theorem,THM-Prf,Prf,THM,,
469013601,Problems_HOL_bool_free_only/NUM/NUM708^1.p,9374561,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.12958,0.358,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013691,Problems_HOL_bool_free_only/NUM/NUM709^1.p,9375070,Satallax---3.4,25864,Satallax---3.4,343516,complete,1.03661,1.27883,166304,Theorem,Theorem,THM-Prf,Prf,THM,,
469013799,Problems_HOL_bool_free_only/NUM/NUM726^1.p,9375757,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.131419,0.369171,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013745,Problems_HOL_bool_free_only/NUM/NUM727^1.p,9375435,Satallax---3.4,25864,Satallax---3.4,343516,complete,18.823,18.9021,226704,Theorem,Theorem,THM-Prf,Prf,THM,,
469013793,Problems_HOL_bool_free_only/NUM/NUM728^1.p,9375738,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.131748,0.348744,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013751,Problems_HOL_bool_free_only/NUM/NUM729^1.p,9375457,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.130189,0.351815,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013712,Problems_HOL_bool_free_only/NUM/NUM736^1.p,9375169,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.132824,0.37556,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013772,Problems_HOL_bool_free_only/NUM/NUM737^1.p,9375636,Satallax---3.4,25864,Satallax---3.4,343516,complete,19.072,19.1689,240388,Theorem,Theorem,THM-Prf,Prf,THM,,
469013703,Problems_HOL_bool_free_only/NUM/NUM738^1.p,9375143,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.13366,0.353521,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013670,Problems_HOL_bool_free_only/NUM/NUM740^1.p,9374939,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.137772,0.365755,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013622,Problems_HOL_bool_free_only/NUM/NUM741^1.p,9374669,Satallax---3.4,25864,Satallax---3.4,343516,complete,24.3653,24.4486,290864,Theorem,Theorem,THM-Prf,Prf,THM,,
469013667,Problems_HOL_bool_free_only/NUM/NUM747^1.p,9374924,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.130764,0.296261,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013619,Problems_HOL_bool_free_only/NUM/NUM748^1.p,9374636,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.136151,0.358411,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013676,Problems_HOL_bool_free_only/NUM/NUM749^1.p,9374992,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.133495,0.35443,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013562,Problems_HOL_bool_free_only/NUM/NUM750^1.p,9374356,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.132276,0.360256,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
469013646,Problems_HOL_bool_free_only/NUM/NUM751^1.p,9374857,Satallax---3.4,25864,Satallax---3.4,343516,complete,23.697,23.8593,221960,Theorem,Theorem,THM-Prf,Prf,THM,,
469013754,Problems_HOL_bool_free_only/NUM/NUM752^1.p,9375482,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.12875,0.343387,119288,Theorem,Theorem,THM-Prf,Prf,THM,,
