pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,SZSResult,SZSOutput,SZSStatus,,5005
469015268,Sledgehammer_lambdas/sn/sn0040.pfho.p,8266105,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.88001,6.49814,33903816,Theorem,THM-CRf,CRf,THM,,
469015271,Sledgehammer_lambdas/sn/sn0080.pfho.p,8266106,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.04479,6.5889,33884160,Theorem,THM-CRf,CRf,THM,,
469015274,Sledgehammer_lambdas/sn/sn0096.pfho.p,8266107,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.36477,5.13983,34347724,Theorem,THM-CRf,CRf,THM,,
469015277,Sledgehammer_lambdas/sn/sn0016.pfho.p,8266108,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.58559,7.35313,34166796,Theorem,THM-CRf,CRf,THM,,
469015280,Sledgehammer_lambdas/sn/sn0056.pfho.p,8266109,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.03,191.38,35125956,--,UNK-Non,Non,UNK,,
469015283,Sledgehammer_lambdas/sn/sn0061.pfho.p,8266110,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.17,85.3462,37096216,--,UNK-Non,Non,UNK,,
469015286,Sledgehammer_lambdas/sn/sn0112.pfho.p,8266111,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.22894,5.28632,33773168,Theorem,THM-CRf,CRf,THM,,
469015289,Sledgehammer_lambdas/sn/sn0021.pfho.p,8266112,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.27,116.093,42518952,--,UNK-Non,Non,UNK,,
469015292,Sledgehammer_lambdas/sn/sn0109.pfho.p,8266113,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.43047,5.53651,33773356,Theorem,THM-CRf,CRf,THM,,
469015295,Sledgehammer_lambdas/sn/sn0077.pfho.p,8266114,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.57181,5.62646,33773000,Theorem,THM-CRf,CRf,THM,,
469015298,Sledgehammer_lambdas/sn/sn0104.pfho.p,8266115,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.79425,5.81001,33813392,Theorem,THM-CRf,CRf,THM,,
469015301,Sledgehammer_lambdas/sn/sn0037.pfho.p,8266116,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,11.6754,8.72987,34280848,Theorem,THM-CRf,CRf,THM,,
469015304,Sledgehammer_lambdas/sn/sn0082.pfho.p,8266117,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.66172,4.68906,33808836,Theorem,THM-CRf,CRf,THM,,
469015307,Sledgehammer_lambdas/sn/sn0019.pfho.p,8266118,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,8.12985,7.20695,33903848,Theorem,THM-CRf,CRf,THM,,
469015310,Sledgehammer_lambdas/sn/sn0059.pfho.p,8266119,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.15,90.3961,35928168,--,UNK-Non,Non,UNK,,
469015313,Sledgehammer_lambdas/sn/sn0042.pfho.p,8266120,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.55792,7.46785,33776092,Theorem,THM-CRf,CRf,THM,,
469015316,Sledgehammer_lambdas/sn/sn0002.pfho.p,8266121,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.08,114.909,35323000,--,UNK-Non,Non,UNK,,
469015319,Sledgehammer_lambdas/sn/sn0099.pfho.p,8266122,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.56513,4.7173,33772188,Theorem,THM-CRf,CRf,THM,,
469015322,Sledgehammer_lambdas/sn/sn0054.pfho.p,8266123,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.33,83.7817,37059076,--,UNK-Non,Non,UNK,,
469015325,Sledgehammer_lambdas/sn/sn0014.pfho.p,8266124,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,86.4776,27.8559,35066108,Theorem,THM-CRf,CRf,THM,,
469015328,Sledgehammer_lambdas/sn/sn0094.pfho.p,8266125,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.27001,5.76862,34282364,Theorem,THM-CRf,CRf,THM,,
469015331,Sledgehammer_lambdas/sn/sn0078.pfho.p,8266126,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.86514,5.8982,33774304,Theorem,THM-CRf,CRf,THM,,
469015334,Sledgehammer_lambdas/sn/sn0038.pfho.p,8266127,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,12.0601,9.08127,34012352,Theorem,THM-CRf,CRf,THM,,
469015337,Sledgehammer_lambdas/sn/sn0023.pfho.p,8266128,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,9.2832,9.04402,33831096,Theorem,THM-CRf,CRf,THM,,
469015340,Sledgehammer_lambdas/sn/sn0110.pfho.p,8266129,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.08893,6.06643,33954328,Theorem,THM-CRf,CRf,THM,,
469015343,Sledgehammer_lambdas/sn/sn0063.pfho.p,8266130,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.43002,4.32279,33838140,Theorem,THM-CRf,CRf,THM,,
469015346,Sledgehammer_lambdas/sn/sn0035.pfho.p,8266131,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.2859,7.20069,33817632,Theorem,THM-CRf,CRf,THM,,
469015349,Sledgehammer_lambdas/sn/sn0106.pfho.p,8266132,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.92103,6.05544,33777320,Theorem,THM-CRf,CRf,THM,,
469015352,Sledgehammer_lambdas/sn/sn0075.pfho.p,8266133,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.31473,6.17768,33774676,Theorem,THM-CRf,CRf,THM,,
469015355,Sledgehammer_lambdas/sn/sn0052.pfho.p,8266134,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.47,142.972,35160660,--,UNK-Non,Non,UNK,,
469015358,Sledgehammer_lambdas/sn/sn0012.pfho.p,8266135,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.54498,2.60561,34148428,Theorem,THM-CRf,CRf,THM,,
469015361,Sledgehammer_lambdas/sn/sn0089.pfho.p,8266136,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.04,105.799,37014660,--,UNK-Non,Non,UNK,,
469015364,Sledgehammer_lambdas/sn/sn0092.pfho.p,8266137,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.12,84.9207,36886964,--,UNK-Non,Non,UNK,,
469015367,Sledgehammer_lambdas/sn/sn0009.pfho.p,8266138,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.40216,6.46127,33776196,Theorem,THM-CRf,CRf,THM,,
469015370,Sledgehammer_lambdas/sn/sn0049.pfho.p,8266139,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,14.9231,10.7223,34055700,Theorem,THM-CRf,CRf,THM,,
469015373,Sledgehammer_lambdas/sn/sn0084.pfho.p,8266140,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.36,108.405,43042324,--,UNK-Non,Non,UNK,,
469015376,Sledgehammer_lambdas/sn/sn0044.pfho.p,8266141,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.06,105.067,40997980,--,UNK-Non,Non,UNK,,
469015379,Sledgehammer_lambdas/sn/sn0004.pfho.p,8266142,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.43747,6.49119,33772572,Theorem,THM-CRf,CRf,THM,,
469015382,Sledgehammer_lambdas/sn/sn0033.pfho.p,8266143,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.74446,7.65928,33775736,Theorem,THM-CRf,CRf,THM,,
469015385,Sledgehammer_lambdas/sn/sn0100.pfho.p,8266144,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.2,84.2538,38174556,--,UNK-Non,Non,UNK,,
469015388,Sledgehammer_lambdas/sn/sn0073.pfho.p,8266145,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.71432,5.70356,33838184,Theorem,THM-CRf,CRf,THM,,
469015391,Sledgehammer_lambdas/sn/sn0068.pfho.p,8266146,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.40795,6.33944,33774780,Theorem,THM-CRf,CRf,THM,,
469015394,Sledgehammer_lambdas/sn/sn0028.pfho.p,8266147,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,14.7854,10.7055,34050860,Theorem,THM-CRf,CRf,THM,,
469015397,Sledgehammer_lambdas/sn/sn0025.pfho.p,8266148,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.27406,4.23144,33889924,Theorem,THM-CRf,CRf,THM,,
469015400,Sledgehammer_lambdas/sn/sn0065.pfho.p,8266149,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.14746,6.13183,33772696,Theorem,THM-CRf,CRf,THM,,
469015403,Sledgehammer_lambdas/sn/sn0090.pfho.p,8266150,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.79225,2.58736,34248808,Theorem,THM-CRf,CRf,THM,,
469015406,Sledgehammer_lambdas/sn/sn0010.pfho.p,8266151,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.07,87.029,38527160,--,UNK-Non,Non,UNK,,
469015409,Sledgehammer_lambdas/sn/sn0050.pfho.p,8266152,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.4774,7.418,33816308,Theorem,THM-CRf,CRf,THM,,
469015412,Sledgehammer_lambdas/sn/sn0006.pfho.p,8266153,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.09951,4.05193,34252096,Theorem,THM-CRf,CRf,THM,,
469015415,Sledgehammer_lambdas/sn/sn0046.pfho.p,8266154,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.34571,3.32199,33770640,Theorem,THM-CRf,CRf,THM,,
469015418,Sledgehammer_lambdas/sn/sn0086.pfho.p,8266155,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.39,86.3449,38949476,--,UNK-Non,Non,UNK,,
469015421,Sledgehammer_lambdas/sn/sn0071.pfho.p,8266156,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.75633,5.64684,34162156,Theorem,THM-CRf,CRf,THM,,
469015424,Sledgehammer_lambdas/sn/sn0102.pfho.p,8266157,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.17,113.228,47480344,--,UNK-Non,Non,UNK,,
469015427,Sledgehammer_lambdas/sn/sn0031.pfho.p,8266158,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.616,3.47389,33835960,Theorem,THM-CRf,CRf,THM,,
469015430,Sledgehammer_lambdas/sn/sn0067.pfho.p,8266159,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.2955,4.4333,33773216,Theorem,THM-CRf,CRf,THM,,
469015433,Sledgehammer_lambdas/sn/sn0114.pfho.p,8266160,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.47467,5.67834,33773492,Theorem,THM-CRf,CRf,THM,,
469015436,Sledgehammer_lambdas/sn/sn0027.pfho.p,8266161,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.95112,5.11071,33805112,Theorem,THM-CRf,CRf,THM,,
469015439,Sledgehammer_lambdas/sn/sn0064.pfho.p,8266162,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,8.09995,6.88585,33919620,Theorem,THM-CRf,CRf,THM,,
469015442,Sledgehammer_lambdas/sn/sn0024.pfho.p,8266163,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.06,88.1516,39996156,--,UNK-Non,Non,UNK,,
469015445,Sledgehammer_lambdas/sn/sn0101.pfho.p,8266164,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.21,126.637,35109524,--,UNK-Non,Non,UNK,,
469015448,Sledgehammer_lambdas/sn/sn0072.pfho.p,8266165,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.11312,6.27146,33939744,Theorem,THM-CRf,CRf,THM,,
469015451,Sledgehammer_lambdas/sn/sn0032.pfho.p,8266166,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.06074,6.03813,33814880,Theorem,THM-CRf,CRf,THM,,
469015454,Sledgehammer_lambdas/sn/sn0029.pfho.p,8266167,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,10.7531,10.5647,33787576,Theorem,THM-CRf,CRf,THM,,
469015457,Sledgehammer_lambdas/sn/sn0069.pfho.p,8266168,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.29,116.306,45404840,--,UNK-Non,Non,UNK,,
469015460,Sledgehammer_lambdas/sn/sn0085.pfho.p,8266169,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.17,119.358,35068112,--,UNK-Non,Non,UNK,,
469015463,Sledgehammer_lambdas/sn/sn0005.pfho.p,8266170,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.91753,5.94,33772340,Theorem,THM-CRf,CRf,THM,,
469015466,Sledgehammer_lambdas/sn/sn0045.pfho.p,8266171,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.06,180.6,34800892,--,UNK-Non,Non,UNK,,
469015469,Sledgehammer_lambdas/sn/sn0013.pfho.p,8266172,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.24636,2.31584,33773704,Theorem,THM-CRf,CRf,THM,,
469015472,Sledgehammer_lambdas/sn/sn0088.pfho.p,8266173,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.25,106.26,37245416,--,UNK-Non,Non,UNK,,
469015475,Sledgehammer_lambdas/sn/sn0053.pfho.p,8266174,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.69,92.1381,37274812,--,UNK-Non,Non,UNK,,
469015478,Sledgehammer_lambdas/sn/sn0048.pfho.p,8266175,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.00769,5.16189,33777720,Theorem,THM-CRf,CRf,THM,,
469015481,Sledgehammer_lambdas/sn/sn0093.pfho.p,8266176,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.91,86.1518,37028300,--,UNK-Non,Non,UNK,,
469015484,Sledgehammer_lambdas/sn/sn0008.pfho.p,8266177,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.09324,4.13644,33836620,Theorem,THM-CRf,CRf,THM,,
469015487,Sledgehammer_lambdas/sn/sn0026.pfho.p,8266178,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,14.8827,10.7982,34057068,Theorem,THM-CRf,CRf,THM,,
469015490,Sledgehammer_lambdas/sn/sn0066.pfho.p,8266179,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300,87.4673,39850492,--,UNK-Non,Non,UNK,,
469015493,Sledgehammer_lambdas/sn/sn0115.pfho.p,8266180,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.33,122.605,51551092,--,UNK-Non,Non,UNK,,
469015496,Sledgehammer_lambdas/sn/sn0030.pfho.p,8266181,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.27493,3.34902,33770348,Theorem,THM-CRf,CRf,THM,,
469015499,Sledgehammer_lambdas/sn/sn0070.pfho.p,8266182,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.69667,2.72931,33770084,Theorem,THM-CRf,CRf,THM,,
469015502,Sledgehammer_lambdas/sn/sn0103.pfho.p,8266183,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.8447,6.82026,34244744,Theorem,THM-CRf,CRf,THM,,
469015505,Sledgehammer_lambdas/sn/sn0047.pfho.p,8266184,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,14.323,10.4179,34313120,Theorem,THM-CRf,CRf,THM,,
469015508,Sledgehammer_lambdas/sn/sn0007.pfho.p,8266185,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.53434,4.04069,33891504,Theorem,THM-CRf,CRf,THM,,
469015511,Sledgehammer_lambdas/sn/sn0087.pfho.p,8266186,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.09,82.1805,37318444,--,UNK-Non,Non,UNK,,
469015514,Sledgehammer_lambdas/sn/sn0091.pfho.p,8266187,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.07862,2.21198,33769824,Theorem,THM-CRf,CRf,THM,,
469015517,Sledgehammer_lambdas/sn/sn0051.pfho.p,8266188,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,13.6114,9.62291,34573480,Theorem,THM-CRf,CRf,THM,,
469015520,Sledgehammer_lambdas/sn/sn0011.pfho.p,8266189,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.1,119.659,50346864,--,UNK-Non,Non,UNK,,
469015523,Sledgehammer_lambdas/sn/sn0036.pfho.p,8266190,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,11.8537,8.85487,34013308,Theorem,THM-CRf,CRf,THM,,
469015526,Sledgehammer_lambdas/sn/sn0076.pfho.p,8266191,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.6145,6.48651,33777864,Theorem,THM-CRf,CRf,THM,,
469015529,Sledgehammer_lambdas/sn/sn0105.pfho.p,8266192,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.86867,3.94902,33776192,Theorem,THM-CRf,CRf,THM,,
469015532,Sledgehammer_lambdas/sn/sn0020.pfho.p,8266193,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,11.3941,8.28408,34398324,Theorem,THM-CRf,CRf,THM,,
469015535,Sledgehammer_lambdas/sn/sn0060.pfho.p,8266194,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.93253,5.83331,33773928,Theorem,THM-CRf,CRf,THM,,
469015538,Sledgehammer_lambdas/sn/sn0113.pfho.p,8266195,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.9322,5.97344,33776072,Theorem,THM-CRf,CRf,THM,,
469015541,Sledgehammer_lambdas/sn/sn0108.pfho.p,8266196,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.67622,2.69493,33774704,Theorem,THM-CRf,CRf,THM,,
469015544,Sledgehammer_lambdas/sn/sn0097.pfho.p,8266197,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.39663,4.50924,33772704,Theorem,THM-CRf,CRf,THM,,
469015547,Sledgehammer_lambdas/sn/sn0057.pfho.p,8266198,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.6666,5.59019,33774168,Theorem,THM-CRf,CRf,THM,,
469015550,Sledgehammer_lambdas/sn/sn0017.pfho.p,8266199,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.22,86.0313,38966952,--,UNK-Non,Non,UNK,,
469015553,Sledgehammer_lambdas/sn/sn0041.pfho.p,8266200,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.22,82.8521,35247584,--,UNK-Non,Non,UNK,,
469015556,Sledgehammer_lambdas/sn/sn0001.pfho.p,8266201,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.05,129.364,43704708,--,UNK-Non,Non,UNK,,
469015559,Sledgehammer_lambdas/sn/sn0081.pfho.p,8266202,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.45351,4.43631,33839224,Theorem,THM-CRf,CRf,THM,,
469015562,Sledgehammer_lambdas/sn/sn0107.pfho.p,8266203,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.36,88.2765,37327804,--,UNK-Non,Non,UNK,,
469015565,Sledgehammer_lambdas/sn/sn0074.pfho.p,8266204,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.74908,5.54519,33775120,Theorem,THM-CRf,CRf,THM,,
469015568,Sledgehammer_lambdas/sn/sn0034.pfho.p,8266205,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,11.7214,8.80326,34006992,Theorem,THM-CRf,CRf,THM,,
469015571,Sledgehammer_lambdas/sn/sn0039.pfho.p,8266206,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.27,84.576,36013448,--,UNK-Non,Non,UNK,,
469015574,Sledgehammer_lambdas/sn/sn0079.pfho.p,8266207,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.54468,6.26689,34165244,Theorem,THM-CRf,CRf,THM,,
469015577,Sledgehammer_lambdas/sn/sn0111.pfho.p,8266208,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,6.40298,5.54847,34274996,Theorem,THM-CRf,CRf,THM,,
469015580,Sledgehammer_lambdas/sn/sn0062.pfho.p,8266209,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.18,83.9192,35523992,--,UNK-Non,Non,UNK,,
469015583,Sledgehammer_lambdas/sn/sn0022.pfho.p,8266210,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.24229,7.14618,33817044,Theorem,THM-CRf,CRf,THM,,
469015586,Sledgehammer_lambdas/sn/sn0015.pfho.p,8266211,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,7.21381,7.07792,33777516,Theorem,THM-CRf,CRf,THM,,
469015589,Sledgehammer_lambdas/sn/sn0055.pfho.p,8266212,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.21,87.0439,35159856,--,UNK-Non,Non,UNK,,
469015592,Sledgehammer_lambdas/sn/sn0095.pfho.p,8266213,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.34932,4.37131,33807652,Theorem,THM-CRf,CRf,THM,,
469015595,Sledgehammer_lambdas/sn/sn0058.pfho.p,8266214,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,9.5993,7.78563,33939468,Theorem,THM-CRf,CRf,THM,,
469015598,Sledgehammer_lambdas/sn/sn0083.pfho.p,8266215,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.911,2.69958,33837140,Theorem,THM-CRf,CRf,THM,,
469015601,Sledgehammer_lambdas/sn/sn0018.pfho.p,8266216,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,8.09623,7.67302,33908784,Theorem,THM-CRf,CRf,THM,,
469015604,Sledgehammer_lambdas/sn/sn0003.pfho.p,8266217,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.02,193.617,35116196,--,UNK-Non,Non,UNK,,
469015607,Sledgehammer_lambdas/sn/sn0098.pfho.p,8266218,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,5.92238,5.43627,33875032,Theorem,THM-CRf,CRf,THM,,
469015610,Sledgehammer_lambdas/sn/sn0043.pfho.p,8266219,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,8.39147,8.23329,33779236,Theorem,THM-CRf,CRf,THM,,
469015613,Sledgehammer_lambdas/fta/fta0100.pfho.p,8265308,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.15,81.6765,35238576,--,UNK-Non,Non,UNK,,
469015616,Sledgehammer_lambdas/fta/fta0073.pfho.p,8265309,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,18.042,13.9854,34917396,Theorem,THM-CRf,CRf,THM,,
469015619,Sledgehammer_lambdas/fta/fta0033.pfho.p,8265310,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.06,108.891,41886708,--,UNK-Non,Non,UNK,,
469015622,Sledgehammer_lambdas/fta/fta0140.pfho.p,8265311,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.57391,2.66232,33836620,Theorem,THM-CRf,CRf,THM,,
469015625,Sledgehammer_lambdas/fta/fta0295.pfho.p,8265312,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.18,81.2078,35263280,--,UNK-Non,Non,UNK,,
469015628,Sledgehammer_lambdas/fta/fta0366.pfho.p,8265313,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.32492,2.39623,33769564,Theorem,THM-CRf,CRf,THM,,
469015631,Sledgehammer_lambdas/fta/fta0028.pfho.p,8265314,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,1.91356,1.98212,33768652,Theorem,THM-CRf,CRf,THM,,
469015634,Sledgehammer_lambdas/fta/fta0215.pfho.p,8265315,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.13,82.1751,36164988,--,UNK-Non,Non,UNK,,
469015637,Sledgehammer_lambdas/fta/fta0068.pfho.p,8265316,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.25,108.293,39199076,--,UNK-Non,Non,UNK,,
469015640,Sledgehammer_lambdas/fta/fta0255.pfho.p,8265317,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.25,82.2492,35230884,--,UNK-Non,Non,UNK,,
469015643,Sledgehammer_lambdas/fta/fta0180.pfho.p,8265318,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,4.07277,3.56465,33887172,Theorem,THM-CRf,CRf,THM,,
469015646,Sledgehammer_lambdas/fta/fta0326.pfho.p,8265319,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.37,108.066,45558028,--,UNK-Non,Non,UNK,,
469015649,Sledgehammer_lambdas/fta/fta0298.pfho.p,8265320,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.95818,3.15122,33924556,Theorem,THM-CRf,CRf,THM,,
469015652,Sledgehammer_lambdas/fta/fta0370.pfho.p,8265321,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.06,215.683,70267092,--,UNK-Non,Non,UNK,,
469015655,Sledgehammer_lambdas/fta/fta0203.pfho.p,8265322,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.35,83.5504,37519596,--,UNK-Non,Non,UNK,,
469015658,Sledgehammer_lambdas/fta/fta0243.pfho.p,8265323,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.02,82.5695,35625472,--,UNK-Non,Non,UNK,,
469015661,Sledgehammer_lambdas/fta/fta0196.pfho.p,8265324,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.14433,3.19672,33872960,Theorem,THM-CRf,CRf,THM,,
469015664,Sledgehammer_lambdas/fta/fta0330.pfho.p,8265325,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.11,81.9293,37701664,--,UNK-Non,Non,UNK,,
469015667,Sledgehammer_lambdas/fta/fta0116.pfho.p,8265326,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,1.69199,1.79811,33834916,Theorem,THM-CRf,CRf,THM,,
469015670,Sledgehammer_lambdas/fta/fta0065.pfho.p,8265327,Leo-III---1.4,25865,Leo-III---1.4,343517,timeout (cpu),300.08,89.9377,37260440,--,UNK-Non,Non,UNK,,
469015673,Sledgehammer_lambdas/fta/fta0258.pfho.p,8265328,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.07569,3.21341,33802684,Theorem,THM-CRf,CRf,THM,,
469015676,Sledgehammer_lambdas/fta/fta0025.pfho.p,8265329,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,1.61585,1.49775,33834264,Theorem,THM-CRf,CRf,THM,,
469015679,Sledgehammer_lambdas/fta/fta0218.pfho.p,8265330,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.52651,2.54714,34260776,Theorem,THM-CRf,CRf,THM,,
469015682,Sledgehammer_lambdas/fta/fta0156.pfho.p,8265331,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,2.20511,2.26614,33835720,Theorem,THM-CRf,CRf,THM,,
469015685,Sledgehammer_lambdas/fta/fta0283.pfho.p,8265332,Leo-III---1.4,25865,Leo-III---1.4,343517,complete,3.34187,1.79841,33834264,Theorem,THM-CRf,CRf,THM,,
