pair id	benchmark	benchmark id	solver	solver id	configuration	configuration id	status	cpu time	wallclock time	memory usage	result	expected	SZSResult	SZSOutput	SZSStatus
439863094	Problems_HOL_only/NUM/NUM701^1.p	7413970	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.071824	0.0714269	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863096	Problems_HOL_only/NUM/NUM702^1.p	7413972	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.071105	0.070994	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863098	Problems_HOL_only/NUM/NUM703^1.p	7413974	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.072516	0.0724651	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863102	Problems_HOL_only/NUM/NUM705^1.p	7413978	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.344482	0.342869	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863104	Problems_HOL_only/NUM/NUM706^1.p	7413980	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.066548	0.0662139	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863106	Problems_HOL_only/NUM/NUM707^1.p	7413982	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.066066	0.0661179	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863108	Problems_HOL_only/NUM/NUM708^1.p	7413984	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.067327	0.067347	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863110	Problems_HOL_only/NUM/NUM709^1.p	7413986	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.070167	0.0698671	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863118	Problems_HOL_only/NUM/NUM713^1.p	7413994	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.068516	0.0685449	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863120	Problems_HOL_only/NUM/NUM721^1.p	7413996	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.070508	0.07015	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863122	Problems_HOL_only/NUM/NUM726^1.p	7413998	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.066387	0.066106	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863124	Problems_HOL_only/NUM/NUM727^1.p	7414000	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.092805	0.0923289	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863126	Problems_HOL_only/NUM/NUM728^1.p	7414002	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.073135	0.138839	0	Theorem	Theorem	THM-Ass	Ass	THM
439863128	Problems_HOL_only/NUM/NUM729^1.p	7414004	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.069167	0.0688111	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863130	Problems_HOL_only/NUM/NUM730^1.p	7414006	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.083107	0.082947	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863132	Problems_HOL_only/NUM/NUM736^1.p	7414008	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.066803	0.066483	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863136	Problems_HOL_only/NUM/NUM738^1.p	7414012	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	0.080765	0.0802951	113176	Theorem	Theorem	THM-Ass	Ass	THM
439863138	Problems_HOL_only/NUM/NUM739^1.p	7414014	Vampire_ho_schedule_occurs_fixed	23139	ho_sched+cunif_off	328086	complete	1.39652	1.38629	320740	Theorem	Theorem	THM-Ass	Ass	THM
